Title ID	Region	Name	PKG direct link	Content ID	Last Modification Date	RAP	Download .RAP file	File Size	SHA256
NPJH90038	JP	アイドルマスターＳＰ ダウンロードプラス	http://zeus.dl.playstation.net/cdn/JP0700/NPJH90038_00/9TyBCjGrwLCUEBhHriD3MLHofnO00DDieOPg6sNuft7yGxU0faWMhsxdaMh7dilKdgVICYVFOQtLa9GPmyOieeEATNusFWWc2ky0U.pkg	JP0700-NPJH90038_00-0000000000000000				5217680	
a32ef982c92de33b	JP	暁の護衛 トリニティ Akatsuki no Goei Trinity - Disc 1	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJM06174/ULJM06174_T0/a32ef982c92de33b/JP0745-ULJM06174_00-AKATSUKIPATCH001-A0102-V0100-PE.pkg	JP0745-ULJM06174_00-AKATSUKIPATCH001				5685152	
b7e261bfdae11a30	JP	暁の護衛 トリニティ Akatsuki no Goei Trinity - Disc 2	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJM06175/ULJM06175_T0/b7e261bfdae11a30/JP0745-ULJM06175_00-AKATSUKIPATCH001-A0102-V0100-PE.pkg	JP0745-ULJM06175_00-AKATSUKIPATCH001				5601568	
674184a8eef49ec2	JP	あの日見た花の名前を僕達はまだ知らない。Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJM06115/ULJM06115_T3/674184a8eef49ec2/JP0745-ULJM06115_00-ANOHIMITAHANANON-A0110-V0101-PE.pkg	JP0745-ULJM06115_00-ANOHIMITAHANANON				74903936	
31753964d020b3ac	JP	BLEACH ～ヒート・ザ・ソウル７～ Bleach - Heat the Soul 7	http://b0.ww.np.dl.playstation.net/tppkg/np/UCJS10110/UCJS10110_T3/31753964d020b3ac/JP9000-UCJS10110_00-0000888800000003-A0101-V0100-PE.pkg	JP9000-UCJS10110_00-0000888800000003				3196336	
536765b44ca7479e	JP	武装神姫バトルマスターズMk.2 Busou Shinki - Battle Masters Mk. 2	http://b0.ww.np.dl.playstation.net/tppkg/np/NPJH50453/NPJH50453_T2/536765b44ca7479e/JP0101-NPJH50453_00-BUSOUSHINKIMK2P1-A0101-V0100-PE.pkg	JP0101-NPJH50453_00-BUSOUSHINKIMK2P1				157166960	
60ebb986004e5a0e	JP	クラシックダンジョンＸ２ Classic Dungeon X2	http://b0.ww.np.dl.playstation.net/tppkg/np/NPJH50388/NPJH50388_T4/60ebb986004e5a0e/JP0404-NPJH50388_00-CLDN2GAMEX010100-A0101-V0101-PE.pkg	JP0404-NPJH50388_00-CLDN2GAMEX010100				8379904	
ff463937b77d9329	JP	大戦略 大東亜興亡史 第二次世界大戦勃発 ～枢軸軍対連合軍 全世界戦～ Daisenryaku - Dai Toua Kouboushi - Dainijisekaitaisen Boppatsu - Suujiku Sentai Rengougun Zensekaisen	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJS00577/ULJS00577_T1/ff463937b77d9329/JP0393-NPJH50752_00-000000DLPATCH101-A0101-V0102-PE.pkg	JP0393-NPJH50752_00-000000DLPATCH101				4832768	
6fe148903c03ccd3	JP	どきどきすいこでん Doki Doki Suikoden	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJS00380/ULJS00380_T3/6fe148903c03ccd3/JP0024-ULJS00380_00-0000B40000010100-A0101-V0102-PE.pkg	JP0024-ULJS00380_00-0000B40000010100				3697664	
801109d78517c6d7	JP	ダンジョントラベラーズ2 Dungeon Travelers 2 - Ouritsu Toshokan to Mamono no Fuuin	http://b0.ww.np.dl.playstation.net/tppkg/np/NPJH50744/NPJH50744_T1/801109d78517c6d7/JP0761-NPJH50744_00-GAMEUPDATE000001-A0101-V0100-PE.pkg	JP0761-NPJH50744_00-GAMEUPDATE000001				5053456	
f336af469b4cebe2	JP	デュラララ!! 3way standoff Durarara!! 3way Standoff	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJS00318/ULJS00318_T4/f336af469b4cebe2/JP0117-ULJS00318_00-UPDATE0000000201-A0201-V0100-PE.pkg	JP0117-ULJS00318_00-UPDATE0000000201				35572912	
d889fdeadf8e1f97	JP	フェアリーテイル ポータブルギルド Fairy Tail - Portable Guild	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJM05608/ULJM05608_T0/d889fdeadf8e1f97/JP0101-ULJM05608_00-GAMEUPDATE000001-A0101-V0103-PE.pkg	JP0101-ULJM05608_00-GAMEUPDATE000001				4108880	
9b69dc90a9874eb8	JP	不思議のダンジョン 風来のシレン４ plus 神の眼と悪魔のヘソ Fushigi no Dungeon - Fuurai no Shiren 4 Plus - Kami no Me to Akuma no Heso	http://b0.ww.np.dl.playstation.net/tppkg/np/NPJH50698/NPJH50698_T3/9b69dc90a9874eb8/JP0365-NPJH50698_00-SIREN4PLUS2012MA-A0310-V0310-PE.pkg	JP0365-NPJH50698_00-SIREN4PLUS2012MA				1907104	
0695dfb9a92cbf78	JP	GOD EATER BURST アペンド版 1.01 God Eater Burst - Append Edition	http://b0.ww.np.dl.playstation.net/tppkg/np/ULJS00350/ULJS00350_T0/0695dfb9a92cbf78/JP0700-ULJS00350_00-GAMEUPDATE000001-A0101-V0101-PE.pkg	JP0700-ULJS00350_00-GAMEUPDATE000001				4381904	
